iso_code,continent,location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,total_tests,new_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,new_vaccinations_smoothed_per_million,new_people_vaccinated_smoothed,new_people_vaccinated_smoothed_per_hundred,stringency_index,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index,population,excess_mortality_cumulative_absolute,excess_mortality_cumulative,excess_mortality,excess_mortality_cumulative_per_million
GBR,Europe,United Kingdom,2020-01-03,,0.0,,,0.0,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20.0,24.7,,2.54,81.32,0.932,67508936.0,,,,
GBR,Europe,United Kingdom,2020-01-04,,0.0,,,0.0,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20.0,24.7,,2.54,81.32,0.932,67508936.0,,,,
GBR,Europe,United Kingdom,2020-01-05,,0.0,,,0.0,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20.0,24.7,,2.54,81.32,0.932,67508936.0,71.9,0.53,0.53,1.0721827
GBR,Europe,United Kingdom,2020-01-06,,0.0,,,0.0,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20.0,24.7,,2.54,81.32,0.932,67508936.0,,,,
GBR,Europe,United Kingdom,2020-01-07,,0.0,,,0.0,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20.0,24.7,,2.54,81.32,0.932,67508936.0,,,,
GBR,Europe,United Kingdom,2020-01-08,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20.0,24.7,,2.54,81.32,0.932,67508936.0,,,,
GBR,Europe,United Kingdom,2020-01-09,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20.0,24.7,,2.54,81.32,0.932,67508936.0,,,,
GBR,Europe,United Kingdom,2020-01-10,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20.0,24.7,,2.54,81.32,0.932,67508936.0,,,,
GBR,Europe,United Kingdom,2020-01-11,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20.0,24.7,,2.54,81.32,0.932,67508936.0,,,,
GBR,Europe,United Kingdom,2020-01-12,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20.0,24.7,,2.54,81.32,0.932,67508936.0,243.20001,0.82,1.08,3.6266317
GBR,Europe,United Kingdom,2020-01-13,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20.0,24.7,,2.54,81.32,0.932,67508936.0,,,,
GBR,Europe,United Kingdom,2020-01-14,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20.0,24.7,,2.54,81.32,0.932,67508936.0,,,,
GBR,Europe,United Kingdom,2020-01-15,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20.0,24.7,,2.54,81.32,0.932,67508936.0,,,,
GBR,Europe,United Kingdom,2020-01-16,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20.0,24.7,,2.54,81.32,0.932,67508936.0,,,,
GBR,Europe,United Kingdom,2020-01-17,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20.0,24.7,,2.54,81.32,0.932,67508936.0,,,,
GBR,Europe,United Kingdom,2020-01-18,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20.0,24.7,,2.54,81.32,0.932,67508936.0,,,,
GBR,Europe,United Kingdom,2020-01-19,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20.0,24.7,,2.54,81.32,0.932,67508936.0,-82.5,-0.19,-2.16,-1.2302513
GBR,Europe,United Kingdom,2020-01-20,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.56,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20.0,24.7,,2.54,81.32,0.932,67508936.0,,,,
GBR,Europe,United Kingdom,2020-01-21,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.56,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20.0,24.7,,2.54,81.32,0.932,67508936.0,,,,
GBR,Europe,United Kingdom,2020-01-22,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.56,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20.0,24.7,,2.54,81.32,0.932,67508936.0,,,,
GBR,Europe,United Kingdom,2020-01-23,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.56,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20.0,24.7,,2.54,81.32,0.932,67508936.0,,,,
GBR,Europe,United Kingdom,2020-01-24,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.56,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20.0,24.7,,2.54,81.32,0.932,67508936.0,,,,
GBR,Europe,United Kingdom,2020-01-25,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.56,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20.0,24.7,,2.54,81.32,0.932,67508936.0,,,,
GBR,Europe,United Kingdom,2020-01-26,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.56,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20.0,24.7,,2.54,81.32,0.932,67508936.0,-1177.4,-1.99,-7.54,-17.55755
GBR,Europe,United Kingdom,2020-01-27,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.56,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20.0,24.7,,2.54,81.32,0.932,67508936.0,,,,
GBR,Europe,United Kingdom,2020-01-28,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.56,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20.0,24.7,,2.54,81.32,0.932,67508936.0,,,,
GBR,Europe,United Kingdom,2020-01-29,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.56,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20.0,24.7,,2.54,81.32,0.932,67508936.0,,,,
GBR,Europe,United Kingdom,2020-01-30,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.56,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20.0,24.7,,2.54,81.32,0.932,67508936.0,,,,
GBR,Europe,United Kingdom,2020-01-31,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.33,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20.0,24.7,,2.54,81.32,0.932,67508936.0,,,,
GBR,Europe,United Kingdom,2020-02-01,1.0,1.0,0.143,1.0,1.0,0.143,0.015,0.015,0.002,0.015,0.015,0.002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.33,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20.0,24.7,,2.54,81.32,0.932,67508936.0,,,,
GBR,Europe,United Kingdom,2020-02-02,1.0,0.0,0.143,1.0,0.0,0.143,0.015,0.0,0.002,0.015,0.0,0.002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.11,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20.0,24.7,,2.54,81.32,0.932,67508936.0,-1956.3,-2.68,-5.6,-29.172613
GBR,Europe,United Kingdom,2020-02-03,1.0,0.0,0.143,1.0,0.0,0.143,0.015,0.0,0.002,0.015,0.0,0.002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.11,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20.0,24.7,,2.54,81.32,0.932,67508936.0,,,,
GBR,Europe,United Kingdom,2020-02-04,2.0,1.0,0.286,2.0,1.0,0.286,0.03,0.015,0.004,0.03,0.015,0.004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.11,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20.0,24.7,,2.54,81.32,0.932,67508936.0,,,,
GBR,Europe,United Kingdom,2020-02-05,20.0,18.0,2.857,2.0,0.0,0.286,0.296,0.267,0.042,0.03,0.0,0.004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.11,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20.0,24.7,,2.54,81.32,0.932,67508936.0,,,,
GBR,Europe,United Kingdom,2020-02-06,20.0,0.0,2.857,2.0,0.0,0.286,0.296,0.0,0.042,0.03,0.0,0.004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.11,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20.0,24.7,,2.54,81.32,0.932,67508936.0,,,,
GBR,Europe,United Kingdom,2020-02-07,21.0,1.0,3.0,2.0,0.0,0.286,0.311,0.015,0.044,0.03,0.0,0.004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.11,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20.0,24.7,,2.54,81.32,0.932,67508936.0,,,,
GBR,Europe,United Kingdom,2020-02-08,21.0,0.0,2.857,2.0,0.0,0.143,0.311,0.0,0.042,0.03,0.0,0.002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.11,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20.0,24.7,,2.54,81.32,0.932,67508936.0,,,,
GBR,Europe,United Kingdom,2020-02-09,21.0,0.0,2.857,2.0,0.0,0.143,0.311,0.0,0.042,0.03,0.0,0.002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.11,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20.0,24.7,,2.54,81.32,0.932,67508936.0,-2995.2002,-3.46,-7.66,-44.664833
GBR,Europe,United Kingdom,2020-02-10,24.0,3.0,3.286,2.0,0.0,0.143,0.356,0.044,0.049,0.03,0.0,0.002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.11,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20.0,24.7,,2.54,81.32,0.932,67508936.0,,,,
GBR,Europe,United Kingdom,2020-02-11,25.0,1.0,3.286,2.0,0.0,0.0,0.37,0.015,0.049,0.03,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.11,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20.0,24.7,,2.54,81.32,0.932,67508936.0,,,,
GBR,Europe,United Kingdom,2020-02-12,26.0,1.0,0.857,2.0,0.0,0.0,0.385,0.015,0.013,0.03,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.11,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20.0,24.7,,2.54,81.32,0.932,67508936.0,,,,
GBR,Europe,United Kingdom,2020-02-13,30.0,4.0,1.429,2.0,0.0,0.0,0.444,0.059,0.021,0.03,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.11,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20.0,24.7,,2.54,81.32,0.932,67508936.0,,,,
GBR,Europe,United Kingdom,2020-02-14,31.0,1.0,1.429,2.0,0.0,0.0,0.459,0.015,0.021,0.03,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.11,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20.0,24.7,,2.54,81.32,0.932,67508936.0,,,,
GBR,Europe,United Kingdom,2020-02-15,32.0,1.0,1.571,2.0,0.0,0.0,0.474,0.015,0.023,0.03,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.11,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20.0,24.7,,2.54,81.32,0.932,67508936.0,,,,
GBR,Europe,United Kingdom,2020-02-16,32.0,0.0,1.571,2.0,0.0,0.0,0.474,0.0,0.023,0.03,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.11,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20.0,24.7,,2.54,81.32,0.932,67508936.0,-3845.7002,-3.85,-6.41,-57.347607
GBR,Europe,United Kingdom,2020-02-17,32.0,0.0,1.143,2.0,0.0,0.0,0.474,0.0,0.017,0.03,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.11,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20.0,24.7,,2.54,81.32,0.932,67508936.0,,,,
GBR,Europe,United Kingdom,2020-02-18,32.0,0.0,1.0,2.0,0.0,0.0,0.474,0.0,0.015,0.03,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.11,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20.0,24.7,,2.54,81.32,0.932,67508936.0,,,,
GBR,Europe,United Kingdom,2020-02-19,33.0,1.0,1.0,2.0,0.0,0.0,0.489,0.015,0.015,0.03,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.11,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20.0,24.7,,2.54,81.32,0.932,67508936.0,,,,
GBR,Europe,United Kingdom,2020-02-20,33.0,0.0,0.429,2.0,0.0,0.0,0.489,0.0,0.006,0.03,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.11,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20.0,24.7,,2.54,81.32,0.932,67508936.0,,,,
GBR,Europe,United Kingdom,2020-02-21,33.0,0.0,0.286,2.0,0.0,0.0,0.489,0.0,0.004,0.03,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.11,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20.0,24.7,,2.54,81.32,0.932,67508936.0,,,,
GBR,Europe,United Kingdom,2020-02-22,33.0,0.0,0.143,2.0,0.0,0.0,0.489,0.0,0.002,0.03,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.11,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20.0,24.7,,2.54,81.32,0.932,67508936.0,,,,
GBR,Europe,United Kingdom,2020-02-23,35.0,2.0,0.429,2.0,0.0,0.0,0.518,0.03,0.006,0.03,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.11,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20.0,24.7,,2.54,81.32,0.932,67508936.0,-4760.6,-4.21,-6.92,-70.990715
GBR,Europe,United Kingdom,2020-02-24,35.0,0.0,0.429,3.0,1.0,0.143,0.518,0.0,0.006,0.044,0.015,0.002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.11,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20.0,24.7,,2.54,81.32,0.932,67508936.0,,,,
GBR,Europe,United Kingdom,2020-02-25,41.0,6.0,1.286,3.0,0.0,0.143,0.607,0.089,0.019,0.044,0.0,0.002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.11,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20.0,24.7,,2.54,81.32,0.932,67508936.0,,,,
GBR,Europe,United Kingdom,2020-02-26,43.0,2.0,1.429,3.0,0.0,0.143,0.637,0.03,0.021,0.044,0.0,0.002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.11,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20.0,24.7,,2.54,81.32,0.932,67508936.0,,,,
GBR,Europe,United Kingdom,2020-02-27,46.0,3.0,1.857,3.0,0.0,0.143,0.681,0.044,0.028,0.044,0.0,0.002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.11,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20.0,24.7,,2.54,81.32,0.932,67508936.0,,,,
GBR,Europe,United Kingdom,2020-02-28,48.0,2.0,2.143,3.0,0.0,0.143,0.711,0.03,0.032,0.044,0.0,0.002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.11,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20.0,24.7,,2.54,81.32,0.932,67508936.0,,,,
GBR,Europe,United Kingdom,2020-02-29,56.0,8.0,3.286,3.0,0.0,0.143,0.83,0.119,0.049,0.044,0.0,0.002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.11,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20.0,24.7,,2.54,81.32,0.932,67508936.0,,,,
GBR,Europe,United Kingdom,2020-03-01,68.0,12.0,4.714,3.0,0.0,0.143,1.007,0.178,0.07,0.044,0.0,0.002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.11,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20.0,24.7,,2.54,81.32,0.932,67508936.0,-5170.9,-4.11,-3.22,-77.10916
GBR,Europe,United Kingdom,2020-03-02,72.0,4.0,5.286,3.0,0.0,0.0,1.067,0.059,0.078,0.044,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.11,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20.0,24.7,,2.54,81.32,0.932,67508936.0,,,,
GBR,Europe,United Kingdom,2020-03-03,92.0,20.0,7.286,3.0,0.0,0.0,1.363,0.296,0.108,0.044,0.0,0.0,2.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.11,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20.0,24.7,,2.54,81.32,0.932,67508936.0,,,,
GBR,Europe,United Kingdom,2020-03-04,133.0,41.0,12.857,4.0,1.0,0.143,1.97,0.607,0.19,0.059,0.015,0.002,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.11,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20.0,24.7,,2.54,81.32,0.932,67508936.0,,,,
GBR,Europe,United Kingdom,2020-03-05,191.0,58.0,20.714,4.0,0.0,0.143,2.829,0.859,0.307,0.059,0.0,0.002,2.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.11,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20.0,24.7,,2.54,81.32,0.932,67508936.0,,,,
GBR,Europe,United Kingdom,2020-03-06,247.0,56.0,28.429,5.0,1.0,0.286,3.659,0.83,0.421,0.074,0.015,0.004,2.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.11,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20.0,24.7,,2.54,81.32,0.932,67508936.0,,,,
GBR,Europe,United Kingdom,2020-03-07,296.0,49.0,34.286,7.0,2.0,0.571,4.385,0.726,0.508,0.104,0.03,0.008,2.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.11,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20.0,24.7,,2.54,81.32,0.932,67508936.0,,,,
GBR,Europe,United Kingdom,2020-03-08,379.0,83.0,44.429,9.0,2.0,0.857,5.614,1.229,0.658,0.133,0.03,0.013,2.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.11,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20.0,24.7,,2.54,81.32,0.932,67508936.0,-5888.1997,-4.24,-5.46,-87.80564
GBR,Europe,United Kingdom,2020-03-09,447.0,68.0,53.571,9.0,0.0,0.857,6.621,1.007,0.794,0.133,0.0,0.013,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.11,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20.0,24.7,,2.54,81.32,0.932,67508936.0,,,,
GBR,Europe,United Kingdom,2020-03-10,502.0,55.0,58.571,11.0,2.0,1.143,7.436,0.815,0.868,0.163,0.03,0.017,2.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.11,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20.0,24.7,,2.54,81.32,0.932,67508936.0,,,,
GBR,Europe,United Kingdom,2020-03-11,650.0,148.0,73.857,16.0,5.0,1.714,9.628,2.192,1.094,0.237,0.074,0.025,2.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.11,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20.0,24.7,,2.54,81.32,0.932,67508936.0,,,,
GBR,Europe,United Kingdom,2020-03-12,915.0,265.0,103.429,19.0,3.0,2.143,13.554,3.925,1.532,0.281,0.044,0.032,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.11,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20.0,24.7,,2.54,81.32,0.932,67508936.0,,,,
GBR,Europe,United Kingdom,2020-03-13,1318.0,403.0,153.0,26.0,7.0,3.0,19.523,5.97,2.266,0.385,0.104,0.044,2.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.96,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20.0,24.7,,2.54,81.32,0.932,67508936.0,,,,
GBR,Europe,United Kingdom,2020-03-14,1802.0,484.0,215.143,39.0,13.0,4.571,26.693,7.169,3.187,0.578,0.193,0.068,2.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.96,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20.0,24.7,,2.54,81.32,0.932,67508936.0,,,,
GBR,Europe,United Kingdom,2020-03-15,2280.0,478.0,271.571,55.0,16.0,6.571,33.773,7.081,4.023,0.815,0.237,0.097,2.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.96,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20.0,24.7,,2.54,81.32,0.932,67508936.0,-6099.4995,-4.02,-1.66,-90.956566
GBR,Europe,United Kingdom,2020-03-16,2632.0,352.0,312.143,76.0,21.0,9.571,38.987,5.214,4.624,1.126,0.311,0.142,2.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.67,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20.0,24.7,,2.54,81.32,0.932,67508936.0,,,,
GBR,Europe,United Kingdom,2020-03-17,3073.0,441.0,367.286,106.0,30.0,13.571,45.52,6.532,5.441,1.57,0.444,0.201,2.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.22,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20.0,24.7,,2.54,81.32,0.932,67508936.0,,,,
GBR,Europe,United Kingdom,2020-03-18,3675.0,602.0,432.143,156.0,50.0,20.0,54.437,8.917,6.401,2.311,0.741,0.296,2.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.48,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20.0,24.7,,2.54,81.32,0.932,67508936.0,,,,
GBR,Europe,United Kingdom,2020-03-19,4458.0,783.0,506.143,214.0,58.0,27.857,66.036,11.598,7.497,3.17,0.859,0.413,2.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.48,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20.0,24.7,,2.54,81.32,0.932,67508936.0,,,,
GBR,Europe,United Kingdom,2020-03-20,5442.0,984.0,589.143,287.0,73.0,37.286,80.612,14.576,8.727,4.251,1.081,0.552,2.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.04,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20.0,24.7,,2.54,81.32,0.932,67508936.0,,,,
GBR,Europe,United Kingdom,2020-03-21,6482.0,1040.0,668.571,366.0,79.0,46.714,96.017,15.405,9.903,5.422,1.17,0.692,2.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.22,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20.0,24.7,,2.54,81.32,0.932,67508936.0,,,,
